OperatorRef,LineName,JourneyRef
BLUS,2,2011
MULM,311,5
GNEL,61,1658
TFLO,276,399359
BNGN,575,1172
TFLO,423,377805
TFLO,428,355568
SSWL,95,23
SSWL,T4,34
TFLO,43,187928
NT,53,NT53-Out-54053-NT3300GE0757-2024-02-12T19:05:00-2024-02-12
FMAN,83,1506
CNTY,81,1740
BNGN,10,1113
FBRI,U1,2100
SCCU,29,47
SYRK,86,54
TFLO,68,197426
SCSO,34,52
TFLO,221,18392
TFLO,203,51156
SCMN,101,7112
TFLO,33,226518
NATX,A9,109208
TFLO,277,128500
FLEI,38,1801
KCTB,8,60
SCOX,2,102
SCNE,X47,139
SCEK,99,66
FESX,25,77
AMSY,8E,1053
SCMN,197,69
TFLO,281,402068
AMSY,432,1079
FBRI,76,2048
TNXB,74,129
TFLO,SL7,368644
SCGL,7,12
FYOR,8,1758
VISB,885,1500
SCNH,U1,25
AINT,41,1845
BNGN,572,1059
AMNO,26,1043
TFLO,295,
FBRI,39,2002
TLCT,676,1828
FECS,981,2
KLCO,89,1930
SYRK,219,522
SVCT,12,4817
PLYC,43,165
TFLO,R68,664900
FPOT,11,1750
MOVP,33,1405
FBRI,X8,1800
TFLO,128,652388
FHUD,328,2100
HULS,55,1840
TFLO,204,538563
TFLO,205,551104
FLDS,13,1239
TFLO,207,227898
TFLO,173,680908
TFLO,194,47580
FLDS,4,2027
FLDS,50A,2002
TFLO,153,558936
TFLO,242,74823
ARHE,725,1010
SSWL,131,4
EYMS,6,6017
FCYM,X5,1720
FLDS,49,1801
NATX,N40,125186
SCNH,96,48
FECS,88,41
SCMY,835,1
SCNH,50,31
PBLT,23,1748
CSVC,89,4509
WRAY,280,2599
TNXB,51,147
TFLO,174,698900
TFLO,176,699528
FBRI,U1,2100
TFLO,140,199040
FBRI,A1,2019
FBRI,D2,2010
SCEK,32,85
SCCU,300,721
SNDR,65,1525
ENSB,77A,2040
TFLO,243,532173
FBRI,376,2043
BNSM,657,1605
BPTR,X43,3218
TFLO,108,6
TFLO,98,291859
AMSY,899,1031
AMSY,10A,1222
NATX,040,140258
TFLO,141,659899
ROST,R7,2757
EYMS,75,9055
AMSY,471,1077
WDBC,m2,1831
FLEI,26,1734
FESX,C9,89
SYRK,219,521
AMSY,10A,1217
TFLO,179,82077
SDVN,2,54
VISB,113,1754
TNXB,59,175
TFLO,18,508597
SYRK,9,74
FSRV,68,1725
PULH,68,4007
TFLO,18,508009
TNXB,11,150
TFLO,37,502262
FMAN,824,1530
TFCN,25,36
SCSO,14,19
FECS,33A,5
TFLO,482,481868
SSWL,X3,47
TFLO,180,400634
ACYM,51B,1065
TANV,79A,0905
AMSY,82,1178
TNXB,16,281
TFLO,404,627698
BORD,67,2000
LVTR,492,1000
BRTB,igo,102043
FALC,436,1835
SCSO,20,47
TFLO,243,531860
FESX,31,64
TFLO,380,620790
TFLO,244,77247
TFLO,255,51456
TFLO,180,400574
AMSY,500,1065
OXBC,OXF,7056
LLCO,G24,1713
FBRA,607,1700
TFLO,101,53399
CSVC,86A,863
KBUS,sky,111800
ARBB,2A,1056
TFLO,181,610738
SDVN,1A,479
WDBC,X2,1610
TFLO,183,652093
TFLO,183,651926
SCNE,38,143
SCMN,25,9004
TFLO,101,53239
ARBB,2,1109
GNEL,51,5138
TFLO,96,625982
WRAY,229,1277
SCEM,5,5049
FSYO,120,1925
SCGL,94,105
TEXP,11,1745
SSWL,132,259
TFLO,321,271276
FHAM,20,18
FPOT,7A,1804A
A2BR,8,VJ_22
TFCN,T1,03
SESX,15,23
SESX,32,1843
DTCO,PR3,1915
AMSY,47,1056
SCSO,7,912
ACYM,1,1086
DIAM,202,22
ANUM,777,1528
SCMN,752,7001
SCMY,PR3,75
TFLO,H17,353283
SCEK,31,28
TFLO,321,271114
TFLO,328,109247
FMAN,348,1820
SCEK,20,77
TCVW,X30,51
SCMN,42,51
SDVN,I,53
FBRA,621,1650
SCGL,S6,76
METR,93,10
ROST,468,5333
CLKL,UWL Term Time,2100
NDTR,DC3,1700
TNXB,82,53
TNXB,71,14
SWWD,R1,1440
TCVW,8,90
SCMN,221,3
SYRK,226,508
AMSY,81A,1086
SCGL,97,27
BPTR,X43,3242
SDVN,355,11
STOT,343,1650
ARHE,100,1076
SCSO,67,14
TFLO,147,24446
SCCM,9,12
SCNH,X20,28
BEES,91,1550
WBSV,X94,11
FESX,70,111
TFLO,26,230825
TFLO,91,450441
YCST,840,0134
ACYM,3,1053
TFLO,183,652028
TLCT,594,2045
RBUS,6,150
EYMS,153,1566
FCYM,X6,2020
RBUS,24,59
RBUS,702,35
ANEA,64,1093
TFLO,184,392654
CBBH,TUI,1550
GNEL,39A,4007
SCEK,8A,100
FSYO,57,1854A
TFLO,S3,468496
SSWL,21,7
SCCM,53,3036
SBS,875,2105
TFLO,55,489237
FYOR,9,2107
TFLO,185,10661
TFLO,8,235007
FYOR,8,1937
EYMS,X46,8452
NATX,102,101012
TFLO,185,10352
TFLO,185,10442
TFLO,186,545224
TFLO,2,76178
SCSO,200,257
RELD,30,0840
FLEI,15,1823
TPEN,502,2150
TBTN,15,101540
SCEM,53A,3017
TDTR,14,1450
FECS,917,4
TFLO,147,24721
BLAC,11a,1057
SCEM,12,1073
FBRI,2,1711
TFLO,91,450208
SCCM,X13,47
SDVN,2,456
ANEA,ED4,1002
BNGN,10,1027
TBTN,con,111845
FSYO,56,1056
METR,318,7
FSYO,82,1832
SCMY,16,222
TFLO,303,464417
TFLO,E7,48763
TFLO,70,182262
SNDR,44,1842
TFLO,148,21176
TFLO,38,380190
FECS,73,17
SCEM,1A,6051
SCEK,8,108
TFLO,186,545134
WDBC,6A,1111
TFLO,188,534076
SSSN,333,1715
FMAN,350,1747
TFLO,215,34197
PCCO,LCCC056S,1500
TFLO,174,698829
FLEI,54,1842
SSWL,61,44
TFLO,188,534226
TFLO,414,327921
NT,43,NT43-Out-4043-NT3390K3-2024-02-12T18:20:00-2024-02-12
GNEL,359,8926
BRTB,sky,111923
GNEL,29,2847
TFLO,149,282012
TNXB,529,198
FXTX,716,42
AMNO,PNK,1065
SCSO,64,36
TFLO,403,131428
WNGS,H21,2102
TNXB,4,298
TFLO,198,65165
TFLO,275,530129
SDVN,55,53
TFLO,149,282385
TFLO,92,262899
VECT,93,93016
SCCM,6,82
COMT,25,117
SCMY,21,99
SCEM,1,3141
AKSS,4,1013
TFLO,189,537002
AMSY,13,1187
SCGL,80,18
TFLO,339,608339
NIBS,49,4
FBRI,24,1659
WRAY,107,2050
BLUS,19,1910
LGEN,HE,118
SESX,15A,2
FYOR,7,0650
TNXB,59,241
NATX,445,445118
FBOS,X22,26
SCEM,14,3061
TFLO,406,228340
TFLO,150,266052
SCEM,10,4047
SCMN,118,110
NT,53,NT53-Out-51053-NT3300GE0757-2024-02-12T17:05:00-2024-02-12
TFLO,W7,683892
TFLO,94,650335
EYMS,66,1740
SCEM,B2,9005
TFLO,194,47710
RBUS,5,146
SCEM,17,8
DAMY,X8,1710
SCCU,42,30
FCYM,T1,1535
TFLO,196,652987
AMSY,345,1046
TPEN,358,7149
NATX,120,120254
GNEL,Q3,3090
SCEK,16,97
SIMO,337,0705
TFLO,217,
TFLO,224,37301
SCEK,31,27
SCNH,20,25
SCEK,C,137
TFLO,150,265940
TFLO,180,400751
AMSY,47,1053
SYRK,1,126
FLDS,2,0524
SCEM,15A,3060
SCSO,700,150
BHBC,2,96
SYRK,88,104
WRAY,268,1624
FCYM,X11,1730
FHAM,X4,37
FBRI,m4,2100
AMSY,352,1097
TFLO,W14,331554
TFLO,189,537125
TFLO,388,621246
TFLO,19,405856
TFLO,19,405768
SCEK,29,40
TNXB,11C,371
FCYM,28,2025A
BORD,67,2017
SCNE,1,144
TFLO,307,586211
TFLO,493,280261
SULV,358,1
GNEL,20,2091
ARBB,321,1072
SCSO,700,155
AKSS,5,1024
SCOX,S7,58
TFLO,31,244573
TFLO,19,405924
TFLO,34,584785
BMCS,GH1,60
TNXB,4A,281
TFLO,166,411716
SCCU,X5,717
BPHI,X70,0919
SCCU,X6,25
GTRI,X50,2036
TFLO,498,376017
DIAM,3,75
TFLO,H37,188814
TFLO,5,393456
FPOT,6A,855
SCMN,325,141
TFLO,277,128674
GNEL,307,776
SCEK,5,101
SCEM,PRO,108
TFLO,169,343825
SCSO,3,85
SCNE,40,124
SCSO,52,111
SYRK,25,116
ARBB,28,1054
FSRV,44B,1450
SCMY,280,25
DIAM,4H,284
WBTR,20,7703
SCEK,43,56
FMAN,887,1510
SDVN,2,443
TFLO,W5,296126
AMSY,487,1052
TFLO,U3,706147
TFLO,174,698589
CT4T,141,VJ_14_173000
NATX,040,140258
NATX,133,133210
TFLO,W7,683400
TFCN,79,25
GNEL,21,2277
HDGS,16,1613
SCOX,S5,77
SCCM,1,143
NWPT,T7,94
TFLO,132,43029
TFLO,196,653078
DAGC,130,421
SCNE,59,76
TFLO,151,86993
HWCO,15,1325
TFLO,151,86947
FRMN,X69,1805
TFLO,405,654207
CSLB,577,2
GNEL,X1,1114
GNEL,16,1708
NATX,025,125254
AMSY,52A,1141
TFLO,50,124722
SCGL,7,98
TFLO,51,181867
TFLO,51,181641
FECS,11,121
BHBC,50,115
TNXB,45,240
LIHO,633,1230
WMSV,725,2051
RBUS,21a,123
FHAM,1,130
FHAM,X5,34
SCEK,34,71
FPOT,4,1900
NVTR,120,1444
TFLO,364,201496
TFLO,52,483303
SCMN,347,135
TFLO,304,272909
AMSY,10A,1183
SCCM,A,9007
SCSO,49,10
FSYO,55,1739
SCEM,19A,5028
SCSO,700,323
SYRK,X17,62
COMT,32,20
TFLO,53,486756
FBOS,30,37
SCMN,313,7055
AMID,27,1029
TFLO,395,651770
WDBC,50,1411
SCEK,16,83
FPOT,6,1840
FECS,64,36
TFLO,44,623015
FLDS,3A,1805
METR,999,4
SCMN,86,329
TFLO,44,622905
AMNO,4,1142
NATX,782,782015
BDRB,SJL7,1520
ARBB,7,1024
TFLO,33,226332
BHBC,25,273
SCSO,17,3
FBRI,X1,1500
LGEN,HE,92
SCSO,39,106
FECS,24A,134
TFLO,192,53016
BRYL,B5,1710
NT,11,NT11-Out-51011-NT3390W3-2024-02-11T18:00:00-2024-02-11
TFLO,21,518830
MDCL,21,43
CNTY,177,1720
SCEK,89,90
FLEI,54,1319
SWWD,27,1610
SCMY,125,165
WDBC,14,1721
SELT,811,1617
DAGC,9,143
TFLO,21,518501
TDTR,11,1213
TFLO,486,270507
WRAY,268,1616
TFLO,295,597795
TFLO,210,32345
TFLO,251,331340
WDBC,17,2110
NATX,400,400204
AMNO,X5,1028
SCSO,2,53
TFLO,196,653111
SCSO,WPR,109
TFLO,57,406174
TFLO,57,406376
TFLO,213,175912
TFLO,237,565864
TFLO,380,620641
SCSO,700,449
TNXB,65,235
AMSY,34A,1083
ANUM,X18,1232
SCEK,23,123
NATX,A7,108198
TFLO,329,556339
BNDB,70,1925
HUYT,174,2103
SCSO,3,93
TFLO,200,27954
TFLO,309,543362
COMT,33,28
DAGC,88,431
SCSO,WPR,124
AMID,X84,1045
FRMN,960,1710
SCNH,12,53
KBUS,sky,111955
TFCN,34,46
AMSY,423,1062
FBRI,17,2012
TFLO,147,40979
EYMS,525,5277
ACYM,12,1314
SSWL,X24,294
AMSY,82,1139
SWWD,8,1911
SCEK,34,69
MDCL,8,58
FCYM,A1,0640
SCMY,68,81
SCNH,5,54
WBTR,4,4729
SCCM,25,3045
FMAN,409,0840
AMID,49,1045
SCSO,7,69
FCYM,T1,1835
AMSY,61,1081
SCEM,1,38
BHBC,24,87
NATX,440,440359
BRTB,sky,111910
SCSO,6,71
SCMN,50,93
FECS,8,36
NDTR,433,1510
SYRK,51,57
DAGC,24,127
SYRK,120,114
TFCN,36,29
TFLO,309,543163
FBRI,3,2040
FBRI,43,2048
TFLO,199,63324
SCMY,5,67
TFLO,31,244735
KDTR,662,2630
SESX,451,5102
FSRV,636,1710
KLCO,81,1815
BPTR,M6,0363
GLLN,305,2043
TFLO,234,169353
FECS,77,52
GNEL,16A,1683
TFLO,130,313648
FMAN,82,1820
GNEL,47,4747
SCMN,219,195
TFLO,57,406212
ENSB,22,1815
SCNE,54,2
DIAM,149,8
FBRI,6,2110
TFLO,SL9,697062
SCMN,86,338
TFLO,186,545209
AMSY,300,1046
KDTR,60,0510
AMID,126,1004
SCMN,43,147
TFLO,214,252273
CRDR,A51,904
TMTL,31,111938
SCGL,10,23
FBRI,2,2045
TNXB,13A,224
SCEK,Tria,122
FCYM,31,1922
AMSY,F1,1023
TFCN,15,21
TFLO,155,142176
SCSO,71,73
SCCU,29,48
FBRA,686,1740
TFLO,341,152456
SCEM,6,1029
PLYC,50,75
TFLO,341,152313
GNEL,2,2004
TFLO,341,152656
SDVN,9,27
TFLO,321,271229
SCEM,6,112
ARBB,321,1076
EYMS,G3,3017
TFLO,214,252471
NT,10,NT10-Out-4010-NT3390W3-2024-02-12T21:05:00-2024-02-12
NT,49A,NT49A-In-2049-NT3390BT10-2024-02-12T20:56:00-2024-02-12
SCGL,55,25
CNTY,176,1735
TFLO,215,34241
FLEI,25,1830
TFLO,227,38965
TNXB,66,85
FCYM,87,1845
TFLO,254,460148
TFLO,322,8535
BHBC,12A,245
SDVN,B,52
TFLO,5,393485
TFLO,325,106001
TFLO,463,362040
BNGN,36,1127
METR,271,20
TFLO,S3,468591
FBRA,615,3156
SCNE,59,89
BDRB,SJL6,1530
TFLO,23,57594
FBOS,14,35
SCSO,10,14
WRAY,148,2810
KDTR,662,2610
NT,43,NT43-Out-2043-NT3390K3-2024-02-12T21:05:00-2024-02-12
NT,48X,NT48X-In-4048-NT3390CL42-2024-02-12T20:44:00-2024-02-12
SCEK,71,84
TFLO,230,252876
TFLO,328,109018
TFLO,328,109208
LMST,W6,0830
SYRK,88,127
FLDS,50A,2111
SCMN,142,6057
COMT,30,21
AMSY,60,1090
GNEL,78,1851
SPMW,499,0000
NATX,008,107133
AMNO,5E,1027
TDTR,17,1861
FESX,300,61
TFLO,328,109157
TFLO,275,530149
TFLO,93,614054
TFLO,329,556420
TBTN,93,111800
FLDS,7,1350
SCMY,53,95
ROST,464,2214
TFLO,367,281693
WRAY,202,2227
BNSM,988,1540NW
SCGL,51,26
FSYO,X4,2100
TFLO,SL6,701868
TFLO,390,474724
TFLO,277,128653
TFLO,329,556656
TFLO,33,226410
TFLO,131,94321
FBRI,3,2035
GONW,52,0133
SULV,330,2
TFLO,C11,153829
GNEL,10A,1101
TNXB,47,133
KDTR,662,2570
TFLO,41,132645
SCNE,3,91
ANUM,X7,1050
SYRK,X17,559
SCSO,12,25
TFLO,33,226637
TNXB,529,184
BBCG,97,1500
TFLO,157,523744
TFLO,26,230474
NATX,491,490251
TAWT,31,1735
NT,36,NT36-Out-4035-NT3390J4-2024-02-12T21:10:00-2024-02-12
VECT,NUH_Phoenix_Staff_Shuttle,897022
TFLO,231,346173
GNEL,65,1541
SCMY,685,4
TNXB,X8,153
TFLO,278,462701
SYRK,1,134
ARBB,25,1064
TFLO,159,61479
SCGL,71,48
SCNH,12,45
TFLO,468,572315
TFLO,468,572346
SYRK,62,526
TFLO,87,495736
EYMS,79,7836
SCSO,2,116
SCMY,51,39
SCCU,41,165
TNXB,1,89
FSYO,66,1113
TFLO,278,462754
SDVN,12,178
GONW,33,1003
TFLO,483,383906
BNGN,472,1079
TFLO,410,135576
TFLO,328,109281
GONW,18,0160
BPTR,M1,7234
TFLO,41,132661
TFLO,181,610809
ANEA,X12,1055
FECS,X21,86
SCNH,46,23
ADER,8,1065
ARBB,4,1095
HULS,172,1730
BORD,253,15001
SCSO,18,48
ADER,904,2018
SCEK,20,76
TNXB,997,96
BPTR,2,2098
TNXB,13,207
SYRK,43,92
TFLO,234,169410
TFLO,414,327847
NATX,540,455801
DAGC,88,429
DIAM,226,45
FECS,1,88
WBSV,446,47
SCSO,8,76
FLDS,8,1744
ANEA,17A,1066
TFLO,197,155124
TFLO,417,214537
TFLO,E3,353770
SVCT,3,1864
SCMY,652,2
GNEL,35A,3560
WRAY,203,2328
FECS,23,151
TFLO,7,250737
TFLO,455,227271
SCCU,29,50
TFLO,R11,208075
TFCN,34,33
WRAY,571,3033
TFLO,18,508568
TFLO,273,545587
SESX,90,9016
ANUM,47,1560
SCMN,192,489
TFLO,159,61068
TFLO,161,583006
TFLO,96,625635
TFLO,SL9,697092
TFLO,U2,705346
LVTR,502,1650
TFLO,161,583056
BNGN,36,1125
SNDR,46,1850
TFLO,177,398729
NATX,A5,107808
SCNE,1,161
FSRV,12,1743
SCMN,143,271
TFLO,162,429127
FCYM,90,2025
TFLO,H14,506042
DAGC,85,126
TFLO,453,153300
SYRK,2,48
METR,10,44
TFLO,18,508323
FBRA,616,2250
WDBC,m2,2031
TFLO,4,381937
TFLO,40,17907
GNEL,1,1084
FSYO,14,1320A
DAMY,20,1610
TFCN,18,6
TFLO,165,111232
SCMN,43,69
NATX,782,782017
BRTB,igo,111915
ADER,8,1069
ARBB,12,1121
TFLO,H32,455026
ARHE,9,1112
TFLO,476,632895
TFLO,476,632664
SVCT,1,1169
SCCM,33,3014
FSRV,10,1735
TFLO,297,661949
SCEK,81,52
SCGL,42,17
GNEL,56,5729
TFLO,174,698590
SCOX,TUBE,36
SCMN,118,95
ARHE,2,1124
TFLO,314,101208
SCGL,62,195
SYRK,90A,501
NATX,540,175003
FHAM,1,132
UNIL,U1E,1770
FHAM,7,115
TFLO,176,699720
NATX,401,401806
TFLO,177,398441
TFLO,198,65141
TFLO,127,258777
RRTR,7,1315
PULH,99,4054
ANEA,X66,1092
KCTB,8,75
HULS,80a,2055
NATX,150,150111
NT,35,NT35-Out-3035-NT3390J3-2024-02-12T16:56:00-2024-02-12
ARHE,2,1129
TFLO,18,508627
SCNE,X82,75
NT,26,NT26-In-1026-NT3300NS0496-2024-02-12T18:29:00-2024-02-12
SNDR,CH1,1620
TFLO,199,63074
SYRK,219e,529
TFLO,210,32275
TFLO,199,63121
TFLO,2,76112
FLDS,12,1306
SCMN,51,34
TFCN,27,35
AMSY,32A,1024
SWWD,87,1911
TFLO,265,334030
TEXP,11,1810
WNCT,3,3034
FPOT,11,1910
ESTS,335,1653
AMSY,78,1042
TFLO,K1,555866
SOST,60,04
TFLO,U3,706182
TFLO,16,338164
ANEA,15,1106
TFLO,16,338184
AKSS,82,1070
TNXB,17,121
SCCM,4,3058
FMAN,409,1856
TFLO,2,76215
SCGL,8,84
SCEK,73,927
AMID,7,1018
GLLN,420,4264
SCNH,A9,42
TFLO,113,313256
KEVS,318,1635
SCCM,MK1,64
TFLO,2,75947
FTVA,7,97
TFLO,161,583159
TFLO,111,193974
NATX,A9,106229
SCNE,37,36
TFLO,109,66106
SYRK,217,528
TFLO,40,17709
GNEL,50,5051
FSYO,98,1432B
FBRI,376,2054
SFGC,5,7529
WDBC,m1,2110
TNXB,4,272
ARBB,12,1128
LNUD,1,1961
TFLO,40,18028
TFLO,2,76010
TFLO,274,529790
TFLO,29,592516
FBRI,74,1844
MBTR,182,1548
ZSIN,165,10
TDTR,2,0282
FYOR,66,1732
FBRI,43,1700
NATX,180,180707
GNEL,35,3543
HASO,219,VJ_2
SCCM,9B,92
TFLO,112,96607
SCNE,16,127
TFLO,493,280377
TFLO,493,280449
NATX,171,170752
TFLO,U5,469116
NATX,032,132237
SCEM,250,4021
AMSY,15,1166
NATX,A1,102177
ARHE,SB2,1085
GNEL,355,5549
SYRK,52,108
BRTB,i4,111858
SYRK,52,88
SCNE,68,36
TFLO,115,412022
TFLO,41,132002
FCYM,111,2045D
SESX,11,24
FSYO,X78,1953C
TFLO,90,397300
AKSS,190,4000
TBTN,one,111815
TFLO,213,176102
GONW,67,0091
FBRI,174,1811
TFLO,112,96348
TFLO,213,175948
SLVL,A12,1710
TFLO,102,198543
SYRK,51,48
AMSY,82,1173
SCCM,3,3152
TFLO,468,572231
TFLO,214,252306
SYRK,74A,39
BNSM,889,1515
TNXB,24,336
FSYO,X78,1752C
AMSY,14,1117
NATX,550,550554
HEDO,SVX,2
SCNE,11,62
SYRK,1,128
ENSB,77A,2105
CRDR,70,154
CHLK,334,1833
SCMY,1,92
LNUD,22,2946
SCCM,1,142
TFLO,160,394382
FESX,9,27
FPOT,101,1658
BNGN,7,1070
TFLO,23,57733
AMNO,110,1099
TFCN,11,26
FSYO,20,1548F
METR,98,999
SCCM,2,3011
SDVN,92,25
SDVN,357,57
RELD,40,1853
TFLO,301,83742
TFLO,95,582756
FPOT,25,2050
TFLO,410,135503
TFLO,113,313512
COMT,74A,18
FBRI,4a,1528
SCMN,7,7049
TFLO,316,308599
TFLO,170,680838
DIAM,76A,46
TFLO,K3,693584
GNEL,78,1829
DAGC,84X,153
TFLO,318,131939
SESX,12,31
GLLN,35B,35030
ARBB,817,1002
SCCM,9B,96
SCGL,S6,86
NATX,504,504108
SCEK,10X,15
TFLO,161,583124
SCMN,192,509
SCEK,98,862
CRDR,5,404
TBTN,35,101251
TFLO,U5,468998
SCEK,347,812
FHAM,QA1,175
BNGN,471,1129
SCMN,43,151
TFLO,87,495684
TCVW,11,82
TFLO,E5,429834
EYMS,Y12,7228
SCEM,6,100
FMAN,181,1814
FCYM,129,1055
BRTB,rv,100915
TFLO,493,280414
TFLO,254,459951
FSYO,76,2031
SYRK,221,6
FECS,X21,92
TFLO,403,131306
TFLO,74,708390
SCEK,15,76
NATX,216,216113
NATX,111,111106
TFLO,93,614230
SSWL,7,189
GLLN,420A,4266
ALSC,632,1535
HIPK,199,1755
SBS,23,1500
SCCU,505,12
FECS,66,83
SCOX,S7,51
TEXP,11,0707
TFLO,75,319480
CBNL,747,1822
FLDS,19,1307
AKSS,133,1028
FBRI,X7,1947
TFLO,56,490978
TFLO,53,486664
FESX,22,80
SCMY,659,2
TFLO,115,411856
FSYO,120,2028
TFLO,39,127808
TFLO,249,78462
TBTN,3C,101800
FSYO,84,1838
FESX,22,75
ANWE,79C,1096
SCMY,2,38
AMSY,15,1160
TFLO,217,34762
TFLO,51,181693
ROST,464,2231
FLDS,6,1742
GHCT,204,2007
WDBC,1B,2011
FBRI,2,1608
TLCT,634,2230
BNSM,938,1508
SYRK,218,52
SCNH,X19,28
TFLO,135,49875
RBUS,1,58
TFLO,136,650916
TFLO,46,626211
TFLO,137,557994
TFLO,99,647041
AMSY,410,1102
IPSW,93,3
TFLO,145,31787
TFLO,116,120451
TFLO,450,191470
GLLN,321,1820
EYMS,6DR,2222
SCMN,383,61
SYRK,7,58
TFLO,341,152521
TFLO,276,399504
TFLO,66,601894
TNXB,4M,343
TFLO,269,112499
TFLO,276,399289
TFLO,276,399340
TFLO,276,399396
NATX,440,440351
GNEL,20,2101
CT4T,142,VJ_8_141000
SCSO,2,96
ARBB,7,1028
BNDB,66,2001
TDTR,NW3,9307
GNEL,X10,129
SULV,356,1
TLYH,94,1835
TFLO,14,412805
FESX,200,1
TFLO,SL9,696917
TFLO,379,94561
TCVW,8,89
TFLO,293,594586
TFLO,141,659941
TFLO,335,570155
TFLO,134,219993
TFLO,335,569952
TFLO,161,582839
SCMN,346,7092
TFLO,EL2,453712
SCSO,23,914
TFLO,279,402492
TFLO,281,401963
BLUS,18,1630
FMAN,823,1535
SCEM,77A,5035
SCEM,1C,1003
TFLO,EL3,393139
TFLO,G1,306561
TFLO,360,254650
TFLO,360,254622
TFLO,362,299947
GNEL,20,2102
NATX,210,210155
TNXB,997,84
FMAN,182,2110
TFLO,C11,153591
TFLO,102,198560
TFLO,117,132788
TCVW,24,19
DIAM,32,308
TFLO,297,661970
SCEK,102,85
ROST,R10,0649
NATX,160,160738
TFLO,17,246240
SCEM,56,9
TFLO,122,543650
TFLO,123,636035
TFLO,197,155151
BRTB,sky,102100
TFLO,279,402276
SCNH,50,30
FLDS,50A,1931
SNDR,401,1510
ARBB,757,1042
TFLO,28,419727
AKSS,176,1057
TFLO,27,579019
WMSV,101,1705
SDVN,360,9
TFLO,282,66861
TFLO,123,636016
TNXB,8,114
NATX,A6,108210
SCNE,6,137
TFLO,281,402164
TFLO,125,513015
TFLO,125,512985
TFLO,22,100538
SCEM,141,3029
SSWL,X24,243
TFLO,440,696268
TFLO,27,576883
FMAN,84,2020
TFLO,22,85400
TFLO,22,100369
TFLO,158,596097
AMNO,65,1026
FCYM,92,2014
TFLO,198,65275
ROST,481,4210
TFLO,198,65226
TFLO,282,66922
TFLO,26,230527
TFLO,216,542254
TFLO,100,13072
SCMN,112,219
TFLO,101,53150
FHAL,509,1948
SCNH,10,113
TNXB,2,167
TFLO,102,198607
TFLO,39,127718
HRGT,1,1413
NATX,025,125303
SCEK,29,51
TFLO,116,120362
DAGC,37,124
NATX,594,561108
FESX,88,26
LYNX,49,38
DAGC,31,124
TFLO,232,416196
ALSC,701,1600
TFLO,220,422186
GNEL,93,1342
TFLO,286,159269
ARBB,Z,1144
TFLO,2,75904
FCYM,195,1745
TFLO,278,462520
PBLT,8,1742
TFLO,111,194060
SCCM,B,169
FBRI,A1,2035
TCVW,21,211
HRGT,7,7146
TFLO,182,97204
TFLO,103,123768
TFLO,104,22776
NT,34C,NT34C-Out-2034-NT3390C4-2024-02-12T20:43:00-2024-02-12
TFLO,105,495940
PBLT,35,1722
KBUS,sky,102005
TFLO,107,285417
FBRI,76,1925
SCMN,142,6096
TFLO,145,31686
FLEI,21,1750
TFLO,353,287742
TFLO,145,31779
SSWL,61,40
DIAM,42,139
SCNH,50,28
TFLO,147,24867
BHBC,27,112
TFLO,147,24576
TFLO,216,542314
TBTN,93,111933
FLEI,18,2010
ARBB,A,3192
SCNH,148,162
SCOX,8,105
VISB,60,1918
YSTN,116,1658
ALSC,702,36
MBTR,185,0654
ARHE,7,1049
TFLO,148,21288
TFLO,149,282307
SCCM,905,81
DAMY,7,1811
DIAM,125,20
BBCG,X20,1350
SCEM,100,6527
BNGN,524,1133
DELA,101,1630
TFLO,73,426986
KCTB,11B,21
FSRV,272,1745
AMID,11A,1039
TFLO,226,328812
SCCM,19,3004
TBTN,two,102053
TFLO,70,182477
FESX,X20,135
TFLO,24,550215
TFLO,210,32238
TNXB,X51,167
TFLO,41,132563
TFLO,207,227966
TFLO,210,31948
TFLO,220,422010
FTZL,310,1310
SCEM,4,1053
TFLO,B11,3797
HRGT,36,3889
TPEN,D1,5133
TFLO,B12,573718
ANEA,43,1068
TFLO,W7,683622
TFLO,491,270232
SCEK,10,31
SCEM,6,3054
KBUS,12,102100
TFLO,184,392874
TFLO,184,392847
TFLO,149,282347
TFLO,149,282447
TFCN,39,27
DTCO,367,1810
SCCU,55,722
DIAM,11,54
SDVN,1A,489
SCSO,Link,27
TFLO,297,662327
SESX,112,57
TFLO,149,281832
FALC,479,1600
SCOX,TUBE,139
PCCO,49,0000
FSYO,120,1845
SCMY,125,157
TFLO,15,291339
TFLO,243,531968
SCEM,27,6513
TFLO,15,291185
TFLO,86,603043
CUBU,246,1730
FBRI,13,1725
TFLO,34,584735
TBTN,all,101900
SCCM,5A,3010
SCCM,905,94
HRGT,36,3866
FECS,41,20
WRAY,496,3552
FLEI,21,1835
SDVN,21A,130
TFLO,H19,226136
HRGT,2,2133
TFLO,150,266188
FECS,64,40
TFLO,149,282460
BRTB,cal,102050
FYOR,5,1702
GNEL,553,8533
FBRI,75,1602
FBRI,X39,1825
TNXB,67,285
TFLO,41,132142
AKSS,3,1087
SCMY,2A,24
FSMR,144,1715
TFLO,469,118192
FHAL,576,2033
TFLO,189,527986
TFLO,149,282155
TFLO,166,411532
SCCU,2X,55
TFLO,80,222259
SCEK,12,34
TFLO,154,596867
ANUM,308,1128
FHUD,328,2030
TNXB,X13,132
SDVN,2,53
FYOR,1,1900
FALC,479,1435
TFLO,484,120710
GONW,53,0049
TFLO,149,282257
SCEM,106,6520
